transaction_id,user_id,amount,merchant,category,timestamp,location,is_foreign,hour,day_of_week,is_fraud
5b76cb43-a292-470c-b241-ad1992fc902a,3086,41.1,Townsend Ltd,food,2025-08-26 21:11:58,Philadelphia,0,21,1,0
7d1d1138-0c7d-44ba-be1a-58564b2e8884,6612,9.55,"Rodriguez, Vargas and Navarro",travel,2026-02-27 21:47:04,Philadelphia,0,21,4,0
57dbc4bd-e0d9-44a6-a8e9-b925bade185f,7891,22.41,Velasquez Inc,retail,2025-10-11 17:55:06,Houston,0,17,5,0
5b7a2424-5ceb-419e-8f1f-1a5143760391,8637,82.95,Moody Group,utilities,2026-02-05 13:20:08,Dallas,0,13,3,0
6f66a7c3-4d54-4cc5-a3bc-244c0a97b7e3,7995,38.85,Warren-Ross,online,2026-01-31 07:11:13,Los Angeles,0,7,5,0
6e1813a3-2004-435e-877d-4b0deab9a868,7622,152.96,"Smith, Logan and Mack",food,2025-06-07 06:48:17,Chicago,0,6,5,0
474a9ee4-5e3e-4568-a700-7f8367ae3fa0,4607,65.18,Pham-Carlson,retail,2025-10-06 06:33:43,Chicago,0,6,0,0
e0785028-2cfa-4640-8bba-a984b9fb3219,9052,83.15,Garcia and Sons,utilities,2026-03-08 15:26:24,Chicago,0,15,6,0
79b68393-683a-4bb1-8031-b5ddf6460e8a,3702,38.79,Hernandez-Osborn,entertainment,2025-11-17 21:28:36,San Jose,0,21,0,0
874dd489-0bcd-4e20-bb64-d893462e5da1,6313,27.29,Horton-Rose,utilities,2025-10-08 06:51:52,Houston,0,6,2,0
5c6c191e-6b3c-4986-b763-a506403d61ba,6559,14.54,Briggs Inc,utilities,2025-11-30 12:37:39,Los Angeles,0,12,6,0
c9cf90a8-2ea3-4d47-86be-95d404b73688,5784,124.97,"Jackson, Taylor and Johnson",healthcare,2025-11-17 08:30:58,Houston,0,8,0,0
15e611af-018f-4bea-935a-bd1c5b205dbf,8473,16.93,Rowe Group,online,2025-12-29 12:01:16,San Antonio,0,12,0,0
c4edf037-e11b-4482-b862-294131c75702,2903,21.75,Glover and Sons,food,2026-05-12 07:03:32,Houston,0,7,1,0
9d783e90-1d08-403f-9ab6-b8cd24f28a82,8303,129.28,Mccarthy-Perez,retail,2025-05-29 20:08:23,Dallas,0,20,3,0
f6f0eabb-454a-4a76-84ef-4ca4a53b1709,5452,20.4,"Garza, Williams and Olson",travel,2026-04-18 14:34:50,New York,0,14,5,0
75ed9a3c-fa45-448f-9bd8-291c0cf5f72d,7516,14.89,"Jones, Henderson and Wilson",healthcare,2026-02-19 17:06:50,San Diego,0,17,3,0
8e1e3c1c-7eaa-442f-8981-702f3e8164af,1022,68.33,Lindsey and Sons,travel,2025-07-04 16:29:18,San Antonio,0,16,4,0
a3609d44-7370-42c6-86d6-794ea3a507ee,3634,69.84,"Spears, Quinn and Clark",food,2025-07-26 11:46:20,San Antonio,0,11,5,0
8bf2249d-d670-4993-8709-fe24837d4ece,9430,37.72,Phillips PLC,retail,2025-05-29 13:38:00,Los Angeles,0,13,3,0
17fffd58-5a24-42da-8cf0-a0aed8e0cc06,2248,117.39,"Allen, Stewart and Scott",entertainment,2026-04-05 18:19:51,Phoenix,0,18,6,0
a97332dc-9338-4b46-a342-c487ee800c31,8178,58.71,"Rice, Rios and Kelley",healthcare,2025-06-11 15:53:00,Chicago,0,15,2,0
485e259f-2bb7-45d0-bc64-6cbe83ffa253,2874,145.02,Mckinney-Rose,entertainment,2025-12-10 12:08:49,Dallas,0,12,2,0
3276bf86-faf5-402e-95e6-fbb854760d13,5199,109.15,Fernandez and Sons,travel,2026-02-17 13:26:00,Los Angeles,0,13,1,0
c94fc9a9-2fdc-4571-8f04-0c1503b958bc,2551,14.3,Long Ltd,travel,2025-12-06 10:14:46,Phoenix,0,10,5,0
375c9957-76f0-40b7-aeed-3d552e4b69af,5611,43.26,Ball-Andersen,utilities,2025-12-24 06:47:47,San Diego,0,6,2,0
bdb961be-0f73-4bf5-ab4d-11970d7cd16f,6229,35.18,Black Inc,healthcare,2025-05-23 16:57:47,San Diego,0,16,4,0
879d383f-cb21-4bb2-9162-d080ff57687c,7968,24.2,"Murray, Smith and Nguyen",online,2025-11-08 21:25:50,Chicago,0,21,5,0
338b7499-1748-4cf2-bfed-71f0ad35b055,6653,93.78,Palmer-Jenkins,travel,2026-01-26 10:44:31,Dallas,0,10,0,0
09b4f4b4-1059-4dbd-b3e5-1004ab6a8acb,1268,16.03,Mayo LLC,healthcare,2025-09-22 06:01:54,San Antonio,0,6,0,0
f1cadc0e-5787-438d-b07e-29afaa25e8b2,8676,47.66,Gordon Inc,food,2025-09-18 19:37:03,Dallas,0,19,3,0
ca9fb6df-5a23-491d-902c-c32cc0fb2204,7838,20.5,Sampson Ltd,retail,2025-10-19 10:24:07,New York,0,10,6,0
76963476-79ce-483e-a1d4-e2aace42c1e6,8286,1251.39,"Greene, Jimenez and Garza",retail,2026-01-11 01:15:19,Mumbai,1,1,6,1
8132c5a6-ca9c-4517-b85b-858300c24395,2652,13.26,Moss Ltd,retail,2025-11-21 20:38:12,San Diego,0,20,4,0
f830d544-110d-4d08-aba0-6588b373e2d4,4463,17.29,"Hayes, Williams and Smith",utilities,2025-05-28 13:47:14,New York,0,13,2,0
51c51f59-236e-44bb-b38f-1a717d33c191,5759,153.53,Richards Inc,retail,2025-10-22 09:10:15,Phoenix,0,9,2,0
b44d0445-6aca-4008-84bf-79d98635be79,8421,17.53,Santos Group,travel,2026-01-18 13:27:52,Chicago,0,13,6,0
8ec8ac64-a9e6-46ef-a278-017a68fa1e12,2716,66.37,"Davis, Deleon and Miller",healthcare,2026-04-06 20:35:40,Chicago,0,20,0,0
77ac667f-2a5f-4063-b6ed-d27419320797,8257,41.49,"Gonzalez, Thompson and Martin",entertainment,2026-04-01 16:11:28,New York,0,16,2,0
bb5cb5af-0ed6-4e86-b560-98590a347afa,6796,9.73,"Nguyen, Anderson and Underwood",food,2025-07-31 16:35:20,San Diego,0,16,3,0
4cb5c285-7a9b-4a42-bf82-f2e1c162b055,4530,29.17,Black LLC,retail,2025-06-02 22:02:05,San Antonio,0,22,0,0
902e03d5-f7d8-4f1e-b8dc-5da53e212be4,3092,6.47,Dunn PLC,utilities,2025-08-31 19:52:49,Los Angeles,0,19,6,0
4acffe71-45d1-41d6-9392-f90f4b014256,9776,19.03,"Yoder, Brown and Burke",healthcare,2026-03-16 11:15:40,Phoenix,0,11,0,0
c35571ae-0544-4d99-b6d5-f5b8ba305531,9069,28.93,Preston LLC,travel,2025-10-27 09:17:01,New York,0,9,0,0
b7d418a1-3b57-4547-a171-f3fa1017690a,4163,12.17,Huff Group,entertainment,2026-01-18 16:07:11,Los Angeles,0,16,6,0
683ab453-9ea8-4137-9592-615a0ef59792,4185,19.41,Davis Inc,utilities,2025-11-24 06:43:23,Los Angeles,0,6,0,0
7ff48104-bc29-468c-bec8-9655d6cdbc3f,4565,1528.4,"Walker, Mejia and Fowler",travel,2025-11-12 04:45:07,Los Angeles,0,4,2,1
98bb9420-8dac-4d74-b01d-fbcdef332744,1129,29.55,Jones and Sons,travel,2026-01-09 22:48:26,San Antonio,0,22,4,0
b6c84f9e-ac05-4938-bb23-9d9400bcfb5c,8171,216.93,"Bell, Blair and Roberts",entertainment,2026-01-18 08:39:06,Phoenix,0,8,6,0
40ed7416-8dbb-4c6a-9fee-1ecb7e70db23,8054,42.41,Farmer-Edwards,entertainment,2026-05-17 22:16:54,San Jose,0,22,6,0
ce694c57-4aa1-45e1-850a-3b17dded05d9,8295,181.67,Brown-Tucker,utilities,2026-02-16 12:04:48,Dallas,0,12,0,0
18ac6226-b8da-40fd-bf39-1d2692d9aabc,6650,62.84,Lee and Sons,retail,2025-08-07 08:10:37,New York,0,8,3,0
0e9e5715-de26-464f-9095-85867c434392,6015,7.92,Mcdonald-Smith,travel,2025-11-07 17:50:34,Phoenix,0,17,4,0
07f04cc4-51ac-4e45-8b13-e8abe260cd89,9695,128.79,Harrington Inc,healthcare,2025-11-15 08:59:26,Houston,0,8,5,0
70200603-8129-4667-b80f-6199d2e3196a,4045,42.13,"Gardner, Kim and Green",entertainment,2025-08-18 14:44:09,San Diego,0,14,0,0
d661c37c-1324-4816-94b8-92901a9da268,3173,19.05,Fuller and Sons,healthcare,2026-01-05 09:13:24,Los Angeles,0,9,0,0
c168317c-c741-4063-8e70-c29112786b4d,4179,64.99,Logan-Larson,entertainment,2025-12-14 10:07:57,Chicago,0,10,6,0
3a9c2c26-635f-4645-a3f7-86d23a7b2f52,3253,0.85,Oliver-Schmidt,utilities,2026-03-18 04:05:56,Paris,1,4,2,1
f7b33231-d644-44e6-95a2-aa2c04464480,4984,45.92,"Meyer, Morrow and Benitez",food,2025-12-25 20:56:28,Chicago,0,20,3,0
599b2858-d9d9-4e85-a535-afe65b3b1b2e,5675,63.72,Rodriguez-Yates,food,2025-09-27 14:13:22,San Jose,0,14,5,0
8f2acc71-ab93-4cd9-b74f-82ea68c46417,6494,24.84,Mitchell-Goodwin,entertainment,2025-09-01 13:51:18,Dallas,0,13,0,0
1efc5b10-8627-4c2e-a9b0-51f92d4c3535,2299,12.1,Reynolds and Sons,travel,2025-07-04 07:30:22,Houston,0,7,4,0
fe0843a7-8896-419f-9b27-c1eb68a9ae24,4106,91.27,Calderon-Harris,online,2026-01-08 10:36:54,Dallas,0,10,3,0
4cb0593b-6df8-422b-941e-f765221f6cd1,4779,30.12,Brock PLC,travel,2026-01-05 07:34:21,San Jose,0,7,0,0
cc47db8c-b13d-4513-91cc-3a1703874600,5150,133.83,Clark-Robinson,utilities,2025-12-22 21:56:17,New York,0,21,0,0
84f0add6-33f2-4f79-8264-3080d9363edb,3411,8.75,"Brandt, Maxwell and Hanson",utilities,2025-10-29 10:21:15,San Jose,0,10,2,0
80f0d98c-6be4-451e-9b4f-14f64511fe6a,1759,24.14,Pitts-Lara,healthcare,2025-09-30 21:02:48,San Antonio,0,21,1,0
96a4edad-5577-4089-b203-0e0269cd58ce,3560,164.35,Serrano and Sons,retail,2025-09-14 17:45:54,Dallas,0,17,6,0
c73d5141-bba5-44b4-9735-2d58746dd1d5,5692,17.04,Church-Mendez,travel,2025-05-31 21:16:21,Los Angeles,0,21,5,0
67b49049-29b5-49cd-8206-e77c4dbd6725,2772,14.0,Henderson-Simmons,utilities,2026-01-13 16:08:51,Chicago,0,16,1,0
63e5e39d-b24e-46f0-b962-5eafc1ebcb8c,2493,49.01,"Schmidt, Patel and Bell",food,2025-11-07 08:21:41,New York,0,8,4,0
2a7deb9a-4b18-4180-9d24-57876c8c7f98,1054,33.11,Johnson-Bishop,online,2025-05-28 16:23:44,Philadelphia,0,16,2,0
896e5385-2b83-40ac-8d90-7ec0c6149d9f,9704,20.63,Reed-Reyes,retail,2025-06-03 12:39:55,San Antonio,0,12,1,0
d3175fce-5949-4300-8cbf-aa4e958b32d6,8594,49.49,"Gonzales, Hill and Mckay",online,2025-11-04 20:30:21,New York,0,20,1,0
e5d95be6-08d3-4e49-88bb-8c37a300c9b2,8782,30.9,Price Inc,healthcare,2025-06-30 11:20:47,Dallas,0,11,0,0
7e6bb55c-d970-440f-9032-0a903ad2cccf,6538,26.38,Cameron-Brown,healthcare,2026-03-22 07:26:34,New York,0,7,6,0
88ea90b2-4f69-4ef7-bad6-cdb19e182ae2,9862,191.21,Collins-Perez,utilities,2025-11-06 21:35:09,Houston,0,21,3,0
dcf78d63-3f77-4643-8216-836c34e95050,1364,39.4,"Solis, Smith and Roach",food,2025-12-05 15:17:29,Dallas,0,15,4,0
71032b85-2039-4409-b712-85c375db5a6e,8511,4948.19,"Mcclain, Fields and Hayes",travel,2025-05-28 03:31:44,Mumbai,1,3,2,1
66716e34-ed06-4edb-9fd3-3f7ad95f1064,2106,129.27,Aguilar Inc,healthcare,2025-09-13 09:17:53,New York,0,9,5,0
deb3dd45-43c1-47bd-b7d2-45993f867a61,3168,31.01,Norton-Howard,healthcare,2026-04-10 11:30:38,San Antonio,0,11,4,0
b5db81d6-3bd7-4aeb-a6ea-3b145bda3b01,5717,29.61,"Keller, Fuller and Henry",food,2026-05-13 07:47:36,Philadelphia,0,7,2,0
c3965f41-5dae-43a6-b432-2c2a62a147b6,3333,48.83,Ramos-Vasquez,retail,2025-09-08 18:53:04,San Diego,0,18,0,0
6d570683-1120-44ef-b8a6-4285191845a1,1872,16.53,Mckinney-Michael,healthcare,2026-03-09 06:30:13,Dallas,0,6,0,0
9d512aff-9ea6-446c-a3d4-caa4dbd2a85a,9559,31.88,"Garcia, Tucker and Valenzuela",food,2025-11-06 18:42:49,Los Angeles,0,18,3,0
375a03d2-266b-4d65-9781-ab15b7a44485,2823,13.64,Cooley LLC,retail,2025-08-20 21:54:59,Houston,0,21,2,0
5045b05e-3898-4761-99d4-98a5af01d04a,8148,18.83,"Garza, Juarez and Baird",online,2025-12-07 17:28:48,New York,0,17,6,0
b5aee3bb-ac31-49cb-93b9-74aeb465d192,2446,119.21,"Gutierrez, Fox and Thomas",healthcare,2026-05-06 19:27:36,Dallas,0,19,2,0
224046ba-72d5-4ffb-ab0b-139b4e9e7c9c,3164,0.66,"Duncan, Johnston and Rollins",travel,2025-08-12 00:01:48,Philadelphia,0,0,1,1
0e1540d6-022b-4520-8967-d02f880e16d0,5965,40.23,Ford Inc,food,2025-11-15 21:57:51,Philadelphia,0,21,5,0
a267e732-8f90-4fe3-b295-28944d1867ee,8710,26.22,"Williams, Price and Turner",utilities,2025-06-06 22:08:53,Phoenix,0,22,4,0
a511f666-d301-4da8-93b0-d9d3dc4b674e,1630,31.73,Gallagher-Johnson,utilities,2025-10-14 13:22:11,Dallas,0,13,1,0
56cc3fac-6ea3-47c9-918f-43ac5aac2844,1685,3.8,Maldonado-Robinson,food,2026-01-15 17:51:38,Chicago,0,17,3,0
8e8a69bd-9c59-45ce-a0fd-6763b26713e2,7686,16.48,"Gonzalez, Valencia and Dunn",entertainment,2026-05-04 07:57:28,San Antonio,0,7,0,0
197b46be-9a24-40ec-b109-bee2389ee752,5459,28.1,"Moore, Bowen and Strickland",healthcare,2026-03-29 08:12:58,San Jose,0,8,6,0
dee5d18c-c223-4879-9f1d-45e832ae6086,9302,63.84,Frazier-Williams,utilities,2025-11-17 11:44:20,San Diego,0,11,0,0
41f5cf42-dc6b-4af9-ae83-3ededf76d9a5,1329,177.29,"Berry, Mejia and Williamson",entertainment,2025-07-07 14:22:55,San Diego,0,14,0,0
f4bb58bd-8b28-48bb-a4e7-f86538fe86dd,5488,17.69,"Powell, Wilcox and Vasquez",online,2025-07-23 11:15:30,San Jose,0,11,2,0
9cae0a64-0392-4c1c-8f07-69c1be1333ca,6498,89.52,Lee PLC,entertainment,2025-07-02 11:04:23,Chicago,0,11,2,0
c011136f-65d2-47d3-a9ee-e6a00d7f0e9b,2238,85.12,Davis-Padilla,travel,2025-09-26 12:40:08,Houston,0,12,4,0
8a801f2f-93da-4a10-9f23-792c500aa74d,4504,43.3,Cline Group,food,2026-01-24 14:05:53,San Jose,0,14,5,0
c0b27bbe-a627-4d34-a161-faedbeaa9249,1211,13.45,"Kennedy, Hernandez and Wright",entertainment,2025-08-21 13:15:56,San Diego,0,13,3,0
6e8dcb98-a332-47f3-b37f-d7489e5405b7,9462,9.43,Castillo and Sons,utilities,2025-12-01 19:14:29,San Antonio,0,19,0,0
54e673ba-45f1-4889-8636-6edd34e14749,2629,0.86,Smith Ltd,utilities,2026-05-15 01:13:58,Sydney,1,1,4,1
808775e8-c607-489c-8b68-130c6ac28604,5953,8.69,Evans-Sutton,travel,2025-09-27 14:54:39,New York,0,14,5,0
95dbe07d-769f-450b-9f40-c9d0ef396010,2648,55.81,"Wheeler, Moore and Wilson",entertainment,2026-04-17 06:17:45,San Diego,0,6,4,0
c4431f0e-5751-478d-abb1-290a72e44cfd,3139,32.28,"Flores, Williams and Williams",online,2025-12-24 08:02:44,Philadelphia,0,8,2,0
7b63ef25-1b16-454d-8f57-667c205fa3c8,6287,0.57,"Dixon, Guerra and Harris",retail,2025-10-04 04:35:50,Sydney,1,4,5,1
90467a43-6c89-486b-a3bb-44e3cd4d1ac5,2406,41.81,"Morales, Fields and Trevino",travel,2025-07-03 22:59:56,San Jose,0,22,3,0
5f1bb0b2-1256-4b8e-b60d-722c18a0a0fa,8400,38.95,Hoffman-Hernandez,utilities,2025-12-25 07:33:50,Philadelphia,0,7,3,0
36513d70-6486-47e0-9b04-e57be1f2dc2e,8967,54.69,"Berry, Ford and Wallace",travel,2025-11-23 22:45:00,Chicago,0,22,6,0
34ccf5ec-95c2-4405-9223-9dee107f5e6c,2052,19.4,Morgan Ltd,food,2026-03-01 09:48:18,San Jose,0,9,6,0
9ca87777-2372-4496-9741-fa83679c0873,9628,68.04,Nguyen Inc,healthcare,2026-02-03 11:26:14,Los Angeles,0,11,1,0
d9b45fce-8d25-415b-a320-ffca38490e86,4527,62.09,Moore and Sons,entertainment,2025-09-24 16:51:29,San Diego,0,16,2,0
d2d9ed87-2d65-4825-b8b7-e707c7dcc8ca,4544,6.21,"Davidson, Chase and Shaw",retail,2025-08-22 16:00:24,Philadelphia,0,16,4,0
5837964a-e4f0-41a1-b756-ea95a5ef3ae8,4198,23.19,Flowers PLC,retail,2026-05-02 08:44:40,Chicago,0,8,5,0
acf80552-7a5e-4b22-ba21-0cbff8fb3645,7218,2.36,Vega-Lynn,entertainment,2025-08-06 19:09:51,Phoenix,0,19,2,0
8872a33b-9177-4fd2-a624-c26e966bcbff,4034,16.49,Stewart Ltd,food,2026-01-01 17:42:49,Dallas,0,17,3,0
140012a1-bf02-43ea-a902-4b4bb8e953c2,2852,22.06,Valdez LLC,entertainment,2025-11-01 21:41:38,Houston,0,21,5,0
ca499b2c-8383-4f0a-ac1c-f64a79f75cc4,8922,3166.08,Hall Ltd,online,2026-02-04 01:02:36,Sydney,1,1,2,1
3f4d32e0-5d94-4c39-91b0-9af36cc15db6,3184,19.02,Moore Ltd,food,2025-07-01 08:07:11,San Jose,0,8,1,0
429571fa-7a5f-4010-a936-4755546415fe,2071,49.75,"Adams, Blackburn and Wagner",healthcare,2025-07-09 20:04:40,Houston,0,20,2,0
7b6d53ad-63a8-4403-90e9-05a885780c4a,5794,71.57,Long PLC,travel,2025-10-30 15:18:35,New York,0,15,3,0
fba77e57-3d27-43eb-b407-e1a74b9d113a,7468,81.94,"Nash, Perez and Cuevas",healthcare,2026-03-07 11:00:58,San Antonio,0,11,5,0
27ee6f4e-822e-4deb-aa6e-6c47a5df4c6a,5777,11.48,Lopez and Sons,utilities,2025-08-08 10:49:33,Los Angeles,0,10,4,0
cf36a9ee-325d-47ff-99a8-324e96a4381b,1792,13.48,Rose-Austin,entertainment,2026-02-09 21:54:26,San Jose,0,21,0,0
07d2107e-a0ec-4dad-98f4-f803491b6828,7430,53.55,Garza-Lopez,utilities,2025-05-26 19:12:52,San Diego,0,19,0,0
ce8ed9cf-060c-4db2-b633-7390a734ad73,3678,238.65,Scott Inc,utilities,2026-04-01 21:41:08,Los Angeles,0,21,2,0
1d788c83-3ba7-4be0-a035-fda2b1cb600c,6320,0.7,"French, Lopez and Oneal",food,2026-02-11 01:20:04,Mumbai,1,1,2,1
c9cd8d94-8cf1-4617-9040-27bae9d8a760,7176,60.5,Boyle Ltd,online,2026-05-18 07:56:25,San Diego,0,7,0,0
345f5ccf-0c71-4bb9-9b02-78e43ad2d83d,7071,683.35,Christensen LLC,healthcare,2025-06-30 00:58:45,Houston,0,0,0,1
d58f6efd-fbdd-401c-bdc0-5ec5053fb61f,3272,29.83,"Rosales, Cantu and Roy",utilities,2025-12-14 20:29:44,Los Angeles,0,20,6,0
36398957-f088-477a-a550-4443df488e03,3234,19.77,Patel PLC,utilities,2025-08-03 06:12:15,Houston,0,6,6,0
d85609ed-e7e7-492f-8a35-f74199a92295,9951,30.66,Larson Inc,online,2025-07-14 11:53:51,San Diego,0,11,0,0
9751c7ba-8578-4311-89c2-41b685f40edf,1100,25.51,Padilla-Moore,retail,2026-05-07 14:45:51,New York,0,14,3,0
be5dddc5-1000-4f21-99be-82cbf7e962cb,8557,43.09,Riley and Sons,retail,2025-09-24 20:08:35,San Jose,0,20,2,0
458abb88-3035-4abb-830c-2609444f0870,6398,25.96,"Long, Johnson and Lawrence",online,2025-09-04 11:14:02,New York,0,11,3,0
1454c26e-4eb7-483b-8570-7f917fd3601c,6730,53.38,"Beck, Blevins and Walker",online,2026-02-22 18:27:30,Chicago,0,18,6,0
c52bf384-f597-46bb-bbce-c2d452785ef9,9491,36.89,"Holmes, Andrews and Leblanc",food,2025-07-02 17:07:13,San Jose,0,17,2,0
e0c48869-4b9e-4590-96b8-a8935e95a8e5,7327,5.02,Kennedy Ltd,retail,2025-06-04 15:00:55,Phoenix,0,15,2,0
2e9a1136-be8e-4544-ba58-450376d1b7c2,6941,9.79,Wilson Group,travel,2025-11-04 10:07:30,Dallas,0,10,1,0
85c167db-8d2c-4d70-a614-5203ae34b9d0,3525,119.61,Moore Inc,food,2025-09-29 09:15:05,Dallas,0,9,0,0
02aa6e5e-7f16-42da-ad25-6bd3bafafd97,7547,0.84,"Jacobson, Shepherd and Sanford",utilities,2025-12-30 01:01:03,Sydney,1,1,1,1
cad53aa4-dba2-40f3-81d3-b7bf796781cc,4386,3271.79,"Gomez, Hayes and Burns",healthcare,2026-02-18 04:03:42,Amsterdam,1,4,2,1
7da66e9e-4eab-4e94-8d77-3833d1dc7f15,9061,3698.96,Drake-Harris,retail,2025-05-23 03:00:11,Sydney,1,3,4,1
615b6f42-bb80-432b-b8aa-1bbc42b83c13,2393,234.82,"Valdez, Craig and Mcfarland",entertainment,2025-08-24 22:02:24,Houston,0,22,6,0
a0e9d38e-f220-4394-ad48-b35a12bf2b22,7512,7.56,Williamson-Morgan,entertainment,2025-09-02 15:25:48,Chicago,0,15,1,0
2ff72bf6-2cbf-4cb7-8ac3-7ca304b5f7cc,6145,40.59,Jones Inc,healthcare,2026-02-15 18:41:42,Phoenix,0,18,6,0
1f1797a3-0224-4c06-a7af-642ccc363c60,1015,12.59,Blackwell Group,healthcare,2025-10-26 18:04:32,San Antonio,0,18,6,0
4d42bc9d-e3af-4a00-a968-47d52999b695,4706,4796.27,Henderson-Stanley,entertainment,2025-05-31 03:10:44,London,1,3,5,1
71670d48-0378-428b-9b02-f72c45f33aff,6024,36.73,Padilla-Baker,entertainment,2025-09-05 19:31:10,San Antonio,0,19,4,0
d81cf35a-b9c8-4aac-adbb-30db7df19e23,7539,102.93,Meyer and Sons,healthcare,2025-06-06 10:40:50,Houston,0,10,4,0
f489b2d4-0f51-4702-9f36-51a970fba5b0,5833,155.86,Dunn Inc,entertainment,2026-03-27 06:24:41,Philadelphia,0,6,4,0
